FECHA,PRECIP,EVAP,TMAX,TMIN,clas
23/08/2011,41.8,3.18,24,13.2,Si
24/08/2011,5.4,5.21,25.7,13.8,Si
25/08/2011,9.9,3.29,26.2,14,Si
26/08/2011,39.8,NULO,24.2,14,Si
27/08/2011,19.3,NULO,25.8,13.7,Si
28/08/2011,33.1,NULO,24.5,14.5,Si
29/08/2011,4.9,NULO,22.6,13.2,Si
30/08/2011,12.7,1.64,23,13,Si
31/08/2011,0.1,NULO,24.5,13,Si
01/09/2011,4.3,1.15,24.2,13.5,Si
02/09/2011,11.9,5.75,26,14.4,Si
03/09/2011,12,0.79,23.4,14,Si
04/09/2011,23.9,1.61,23.9,14,Si
05/09/2011,0,NULO,21.3,13.2,No
06/09/2011,0,3.71,19.3,13.5,No
07/09/2011,0,6.56,23.1,10.8,No
08/09/2011,0,3.62,21.9,8.2,No
09/09/2011,0,5.64,22.8,8,No
10/09/2011,0,6.08,24.1,7.5,No
11/09/2011,0.7,1.83,19.2,8.2,Si
12/09/2011,1.1,5.17,24,13,Si
13/09/2011,0.2,3.65,26.4,12.3,Si
14/09/2011,0,8.39,27.4,13.2,No
15/09/2011,9.9,3.28,26.6,13.5,Si
16/09/2011,1.9,6.59,27.4,14,Si
17/09/2011,0,7.54,26.6,14,No
18/09/2011,0,6.74,26.2,13.5,No
19/09/2011,0,8.46,25.9,12.5,No
20/09/2011,1.5,4.45,25,13.2,Si
21/09/2011,0,7.1,26,13.7,No
22/09/2011,4.5,4.18,23.6,13,Si
23/09/2011,4.3,2.78,18.7,12.9,Si
24/09/2011,0,NULO,24.4,13.5,No
25/09/2011,0,1.69,26.6,13.8,No
26/09/2011,0,9.48,26.1,13.5,No
27/09/2011,0,7.48,27,14.1,No
28/09/2011,0,2.86,26.1,14,No
29/09/2011,0,7.08,26.5,13.5,No
30/09/2011,0,4.2,22.2,13,No
01/10/2011,0,NULO,19.8,12.5,No
02/10/2011,0,NULO,18,12.2,No
03/10/2011,0,NULO,23.3,11.3,No
04/10/2011,0,NULO,25.4,13,No
05/10/2011,0.9,NULO,27.1,12.8,Si
06/10/2011,0.7,0.8,25.2,14.1,Si
07/10/2011,42.9,0.6,25.1,14.3,Si
08/10/2011,9.7,4.82,25.2,11.8,Si
09/10/2011,7.1,9.8,18.6,12.4,Si
10/10/2011,20.7,7.1,21.5,12.8,Si
11/10/2011,3.4,2.18,22.4,12.2,Si
12/10/2011,2,NULO,23.4,13,Si
13/10/2011,1.2,0.2,21.2,13.4,Si
14/10/2011,0,1.2,20.5,11.5,No
15/10/2011,0,NULO,22.4,11,No
16/10/2011,0,NULO,23.4,10.4,No
17/10/2011,0,NULO,24.9,10.6,No
18/10/2011,0,NULO,23.1,10.8,No
19/10/2011,0,NULO,22.5,11,No
20/10/2011,0,NULO,25.1,10,No
21/10/2011,0,NULO,24.4,10,No
22/10/2011,0,NULO,22.9,9,No
23/10/2011,0,NULO,22,6.9,No
24/10/2011,0,NULO,22.4,8.5,No
25/10/2011,0,NULO,23.7,7,No
26/10/2011,0,NULO,24,7.5,No
27/10/2011,0,NULO,25.4,8,No
28/10/2011,0,NULO,24,9.9,No
29/10/2011,0,NULO,23.9,9.4,No
30/10/2011,0,NULO,23.2,9,No
31/10/2011,0,NULO,22.7,8.2,No
01/11/2011,0,NULO,25.3,6.7,No
02/11/2011,0,NULO,25.4,7.2,No
03/11/2011,0.2,NULO,23.9,10.8,Si
04/11/2011,0.1,0.3,23.1,11.6,Si
05/11/2011,0,NULO,24.6,11.5,No
06/11/2011,0,NULO,25.8,11.9,No
07/11/2011,0,NULO,25,13,No
08/11/2011,0,NULO,26.5,13,No
09/11/2011,0.7,NULO,22.6,14,Si
10/11/2011,2.1,0.7,21.5,12.1,Si
11/11/2011,0,2.1,22.2,9.2,No
12/11/2011,0,NULO,22.6,11.7,No
13/11/2011,0,NULO,24.7,11,No
14/11/2011,0,NULO,24.8,11.5,No
15/11/2011,0,NULO,25,11,No
16/11/2011,0,NULO,25.9,11,No
17/11/2011,0,NULO,21.1,11,No
18/11/2011,0,NULO,22.6,10,No
19/11/2011,0.2,NULO,25.4,13,Si
20/11/2011,0,0.2,24.2,12,No
21/11/2011,0,NULO,25.7,10.9,No
22/11/2011,0,NULO,24.9,12.8,No
23/11/2011,0,NULO,23.4,12.5,No
24/11/2011,0,NULO,23.2,11.1,No
25/11/2011,0,NULO,24.7,10,No
26/11/2011,0,NULO,19.9,12.6,No
27/11/2011,3,0.1,12.9,10,Si
28/11/2011,0.4,3,16.6,3.8,Si
29/11/2011,0,NULO,20.2,3.5,No
30/11/2011,0,NULO,21,4.8,No
01/12/2011,0,NULO,22.8,6,No
02/12/2011,0,NULO,24.3,6.5,No
03/12/2011,0,NULO,24.9,7.3,No
04/12/2011,0,NULO,25.8,8.5,No
05/12/2011,0,NULO,25.9,9,No
06/12/2011,0,NULO,23.9,10,No
07/12/2011,0,NULO,23.6,9,No
08/12/2011,0,NULO,22.8,8,No
09/12/2011,0,NULO,22.7,8,No
10/12/2011,0,NULO,22.7,9.1,No
11/12/2011,0,NULO,23.8,7,No
12/12/2011,0,NULO,22.7,8,No
13/12/2011,0,NULO,25.4,8.4,No
14/12/2011,0,NULO,24.7,8,No
15/12/2011,0,NULO,24.7,9,No
16/12/2011,0,NULO,24.4,9.2,No
17/12/2011,0,NULO,19.3,8.8,No
18/12/2011,0,NULO,18.2,9,No
19/12/2011,0,NULO,23.8,7.8,No
20/12/2011,0,NULO,23.5,7.9,No
21/12/2011,0,NULO,24.2,8.9,No
22/12/2011,0,NULO,24.8,9,No
23/12/2011,0,NULO,24,9.2,No
24/12/2011,0,NULO,24.2,8.2,No
25/12/2011,0,NULO,22.6,8.6,No
26/12/2011,0,NULO,23.9,9,No
27/12/2011,0,NULO,23,9,No
28/12/2011,0,NULO,22.7,9,No
29/12/2011,0,NULO,23,9.6,No
30/12/2011,0.3,NULO,23.3,8.5,Si
31/12/2011,0,0.3,22,9.8,No
01/01/2012,0,NULO,20.8,7.8,No
02/01/2012,0,NULO,12.2,9,No
03/01/2012,0,NULO,16.8,6,No
04/01/2012,0,NULO,20.6,5.5,No
05/01/2012,0,NULO,20.5,6,No
06/01/2012,0,NULO,21,6.9,No
07/01/2012,0,NULO,22.2,7,No
08/01/2012,0,NULO,24.2,6.2,No
09/01/2012,0,NULO,24.3,8.5,No
10/01/2012,0,NULO,24.6,8.2,No
11/01/2012,0,NULO,23.9,8.5,No
12/01/2012,0,NULO,24.1,8.8,No
13/01/2012,0,NULO,24.1,8.5,No
14/01/2012,0,NULO,21.5,10.5,No
15/01/2012,6.4,NULO,20.9,9.8,Si
16/01/2012,0,6.3,22.3,7,No
17/01/2012,0,NULO,23,7.5,No
18/01/2012,0,NULO,23.2,9,No
19/01/2012,0,NULO,23.4,9.5,No
20/01/2012,0,NULO,23.2,9.5,No
21/01/2012,0,NULO,24.2,9.6,No
22/01/2012,0,NULO,24.8,9.6,No
23/01/2012,0,NULO,24.8,10,No
24/01/2012,0,NULO,24.9,10,No
25/01/2012,0,NULO,23.1,9.8,No
26/01/2012,0,NULO,22.6,8.9,No
27/01/2012,0,NULO,22.2,8,No
28/01/2012,0,NULO,22.1,7.5,No
29/01/2012,4.1,NULO,15.1,9,Si
30/01/2012,0,4.1,19.7,7.8,No
31/01/2012,1,NULO,19.4,9,Si
01/02/2012,0,1,19.1,9.5,No
02/02/2012,1.6,NULO,20.8,9,Si
03/02/2012,0,1.5,22.9,8.5,No
04/02/2012,0,NULO,25,8.3,No
05/02/2012,4,NULO,20,9,Si
06/02/2012,3.2,3.5,18.8,8,Si
07/02/2012,0.6,3.5,18.4,8.4,Si
08/02/2012,2.9,3.5,19.7,7.6,Si
09/02/2012,1.4,2.8,18.2,7.9,Si
10/02/2012,7.9,1.6,13.3,8.1,Si
11/02/2012,0.3,7.8,18,9.8,Si
12/02/2012,0,0.3,18.1,9.7,No
13/02/2012,0,NULO,20.5,11.1,No
14/02/2012,0,NULO,21,12,No
15/02/2012,0,NULO,21.5,12,No
16/02/2012,0,NULO,22.5,11,No
17/02/2012,0,NULO,24.7,11,No
18/02/2012,0,NULO,25.1,11.5,No
19/02/2012,0,NULO,24.2,10.4,No
20/02/2012,0,NULO,24.5,10,No
21/02/2012,0,NULO,25,11,No
22/02/2012,0,NULO,24.2,11.6,No
23/02/2012,0,NULO,25.5,11.8,No
24/02/2012,0,NULO,25.6,11.8,No
25/02/2012,6.6,NULO,21,8.2,Si
26/02/2012,0,6.5,25.2,9.8,No
27/02/2012,0,NULO,25.5,10.4,No
28/02/2012,0,NULO,27.5,10.5,No
29/02/2012,0,NULO,27.5,11,No
01/03/2012,0,1,27.5,11.6,No
02/03/2012,0,NULO,29.5,13,No
03/03/2012,0,NULO,29.2,13.6,No
04/03/2012,0,NULO,23.5,10,No
05/03/2012,0,NULO,25,9.6,No
06/03/2012,0,NULO,26.6,8.7,No
07/03/2012,0,NULO,27.5,11,No
08/03/2012,0,NULO,28.5,13.3,No
09/03/2012,0,NULO,27.1,14,No
10/03/2012,13.8,NULO,25,10.6,Si
11/03/2012,7.1,1.36,24.7,10.2,Si
12/03/2012,31,7.2,26,10.5,Si
13/03/2012,0,3.2,25.4,10,No
14/03/2012,0,NULO,25,9.8,No
15/03/2012,1.8,NULO,26.5,10,Si
16/03/2012,0,1.9,25.6,10.5,No
17/03/2012,0,NULO,26.2,10.5,No
18/03/2012,0,NULO,24.5,12.7,No
19/03/2012,0,NULO,26.3,11.9,No
20/03/2012,0,NULO,26.1,11,No
21/03/2012,0,NULO,27.2,10.3,No
22/03/2012,0,NULO,26.9,11,No
23/03/2012,0,NULO,26.6,11.5,No
24/03/2012,0,NULO,26.3,11,No
25/03/2012,0,NULO,25.7,10.2,No
26/03/2012,0,NULO,25,11.5,No
27/03/2012,0,NULO,25.9,12,No
28/03/2012,1,NULO,24.5,11.8,Si
29/03/2012,9.3,1,24.5,11.2,Si
30/03/2012,0,9.2,24.5,10.4,No
31/03/2012,0,NULO,25,11.8,No
01/04/2012,0,NULO,24.5,13.6,No
02/04/2012,0,NULO,24.2,13.5,No
03/04/2012,0,NULO,27.5,11.6,No
04/04/2012,0,NULO,28.2,12.4,No
05/04/2012,0,NULO,27.3,13.9,No
06/04/2012,0.3,NULO,25.3,12.4,Si
07/04/2012,0,NULO,27.2,11,No
08/04/2012,0,NULO,25.2,12.8,No
09/04/2012,0,NULO,24.5,11,No
10/04/2012,0.7,NULO,23.7,11.6,Si
11/04/2012,0.3,0.6,22.3,11.6,Si
12/04/2012,0,0.3,27.2,13.8,No
13/04/2012,0.2,NULO,25.8,13,Si
14/04/2012,0,NULO,24.3,11.5,No
15/04/2012,0,NULO,24,11.6,No
16/04/2012,0.6,NULO,27.5,12.5,Si
17/04/2012,12.2,0.5,22.6,13,Si
18/04/2012,0.6,1.24,23.3,10.2,Si
19/04/2012,0,0.6,25.5,11.2,No
20/04/2012,0,NULO,26.6,10.8,No
21/04/2012,0,NULO,25.9,13,No
22/04/2012,0,NULO,23.5,11,No
23/04/2012,0,NULO,23.7,8.7,No
24/04/2012,0,NULO,24.4,9.4,No
25/04/2012,0,NULO,25.2,11.9,No
26/04/2012,0,NULO,27.2,10,No
27/04/2012,0,NULO,29.5,12.8,No
28/04/2012,0,NULO,29.4,12.6,No
29/04/2012,0,NULO,30.5,16,No
30/04/2012,0,NULO,29.9,16.4,No
01/05/2012,0,NULO,30.3,15,No
02/05/2012,0,NULO,30.3,15.4,No
03/05/2012,3.2,NULO,31,15.9,Si
04/05/2012,0,3.2,29.6,15,No
05/05/2012,1.2,NULO,28.6,14.8,Si
06/05/2012,3.5,1,27,13,Si
07/05/2012,0,3.5,27.3,13.6,No
08/05/2012,0.4,NULO,28.2,14.2,Si
09/05/2012,8.1,0.4,24.7,16.8,Si
10/05/2012,0.1,7.9,24.9,14,Si
11/05/2012,0,0.1,27.4,14.5,No
12/05/2012,0.5,NULO,26.7,13.9,Si
13/05/2012,0,0.5,20,13.5,No
14/05/2012,0,NULO,24.7,12.7,No
15/05/2012,0,NULO,26.7,13.8,No
16/05/2012,14,NULO,27.4,12.5,Si
17/05/2012,0.4,1.45,24,13,Si
18/05/2012,0,NULO,25.9,13.3,No
19/05/2012,0,NULO,26.6,12.8,No
20/05/2012,0,NULO,26.8,13,No
21/05/2012,0,NULO,NULO,10.4,No
22/05/2012,0,NULO,26.8,10.5,No
23/05/2012,0,NULO,27.4,15.1,No
24/05/2012,0,NULO,29.6,15.8,No
25/05/2012,0,NULO,29.6,14.6,No
26/05/2012,0,NULO,28.5,14.4,No
27/05/2012,0,NULO,27.8,14.5,No
28/05/2012,0,NULO,28.5,15,No
29/05/2012,0,NULO,28.5,13.5,No
30/05/2012,0,NULO,28.7,13.2,No
31/05/2012,0,NULO,30.4,14.1,No
01/06/2012,14.8,NULO,29.6,17,Si
02/06/2012,1.1,1.47,28,13,Si
03/06/2012,0,1,25,13.2,No
04/06/2012,3,NULO,26.5,12.8,Si
05/06/2012,0,3,25.8,12.9,No
06/06/2012,0,NULO,26.4,15.8,No
07/06/2012,0,NULO,27.4,14.4,No
08/06/2012,0.3,NULO,26.6,13.9,Si
09/06/2012,0,0.3,28.4,14,No
10/06/2012,0,NULO,29.8,14.6,No
11/06/2012,1.3,NULO,30.3,15,Si
12/06/2012,3.4,1.2,29.5,15.6,Si
13/06/2012,0,3.5,28,13.1,No
14/06/2012,0,NULO,27.9,14.2,No
15/06/2012,0,NULO,26.6,14.3,No
16/06/2012,7.3,NULO,18.7,12.5,Si
17/06/2012,9.2,7.3,20.4,13.1,Si
18/06/2012,1.1,7.9,26.8,13.2,Si
19/06/2012,4.9,1,20.7,14.4,Si
20/06/2012,18,8.7,20,13.6,Si
21/06/2012,0.2,14.4,20.3,13.9,Si
22/06/2012,23.2,0.3,23.2,13.4,Si
23/06/2012,0.1,2.3,24.9,13.6,Si
24/06/2012,16.7,NULO,24.6,14.2,Si
25/06/2012,0,9,24.2,13.9,No
26/06/2012,0,NULO,24.3,13.4,No
27/06/2012,0.6,0.6,24.4,13.9,Si
28/06/2012,18.5,3.2,27.3,15,Si
29/06/2012,0,1.57,25.9,14.2,No
30/06/2012,3.7,NULO,23.7,14.5,Si
01/07/2012,18.6,4,23.2,13.8,Si
02/07/2012,21.1,1.86,22.8,13,Si
03/07/2012,1.3,2.11,24.2,12.5,Si
04/07/2012,0,1.3,22.8,11.7,No
05/07/2012,15.6,NULO,23.7,11.8,Si
06/07/2012,10,1.59,21.8,12.6,Si
07/07/2012,0,1,24.3,11,No
08/07/2012,0.3,NULO,25,13,Si
09/07/2012,9.4,0.3,23.6,11.5,Si
10/07/2012,0.2,9.5,23.4,14,Si
11/07/2012,1.8,0.3,25.2,14,Si
12/07/2012,0,1.9,23.6,14,No
13/07/2012,11.9,4.9,22.5,13.8,Si
14/07/2012,13.5,7.1,18.9,13.2,Si
15/07/2012,3.3,3.4,21.5,12.6,Si
16/07/2012,6.9,3.3,23.2,12.5,Si
17/07/2012,3.6,7,22.1,13.5,Si
18/07/2012,2.1,4,20.2,12.8,Si
19/07/2012,0.3,1.8,23.8,13,Si
20/07/2012,1.1,0.3,22.1,13.2,Si
21/07/2012,0,1,24.7,12.5,No
22/07/2012,3.3,NULO,24.1,12.9,Si
23/07/2012,13.5,3.3,23.7,13,Si
24/07/2012,12.4,3.5,24.8,13.4,Si
25/07/2012,7,2.4,24.3,13.3,Si
26/07/2012,27.2,7,25.2,14.3,Si
27/07/2012,0,2.72,25.1,12,No
28/07/2012,35.8,NULO,25,13.2,Si
29/07/2012,9.5,3.56,25.4,11.6,Si
30/07/2012,8,9.5,25.1,12.8,Si
31/07/2012,0,0.9,26.2,13,No
01/08/2012,0,NULO,26.3,13.2,No
02/08/2012,0,NULO,26.6,13.9,No
03/08/2012,0.7,NULO,25.2,14.6,Si
04/08/2012,1.2,0.7,26.6,15,Si
05/08/2012,2.1,1.2,25,13.4,Si
06/08/2012,10.9,2.1,25.4,13.2,Si
07/08/2012,0.2,10.7,24.6,13,Si
08/08/2012,0,0.2,25.9,14.4,No
09/08/2012,8.9,NULO,18.9,14.3,Si
10/08/2012,16.5,11.8,18.4,13.4,Si
11/08/2012,1.2,1.65,21,13.4,Si
12/08/2012,3.4,1.2,20.6,12.9,Si
13/08/2012,6.6,3.4,21.2,13.6,Si
14/08/2012,1.1,6.8,24.8,13.6,Si
15/08/2012,0,NULO,27.1,13.2,No
16/08/2012,10.8,NULO,26.1,13.8,Si
17/08/2012,0,10.8,20,13,No
18/08/2012,1,NULO,20.6,13.4,Si
19/08/2012,0.2,1.1,21.8,14.5,Si
20/08/2012,39.7,0.2,22.1,13.8,Si
21/08/2012,6.7,4.65,20.9,12.5,Si
22/08/2012,0,6.7,22.1,12.3,No
23/08/2012,9.8,NULO,22.6,14.2,Si
24/08/2012,0.7,9.5,21.8,13,Si
25/08/2012,3.4,0.2,24.1,14.2,Si
26/08/2012,4.2,NULO,24.7,13.2,Si
27/08/2012,5.1,4,23.4,13.1,Si
28/08/2012,0.3,5,24.3,11.2,Si
29/08/2012,0,NULO,NULO,13.5,No
30/08/2012,0,NULO,NULO,13.4,No
31/08/2012,0,NULO,NULO,NULO,No
01/09/2012,0,NULO,22,14.2,No
02/09/2012,0,NULO,27.4,14,No
03/09/2012,0,NULO,27.4,13.9,No
04/09/2012,0,NULO,27.1,13.9,No
05/09/2012,0,NULO,26.2,14,No
06/09/2012,0,NULO,27.3,16,No
07/09/2012,0,NULO,26.2,14.2,No
08/09/2012,1.3,NULO,25.9,13.5,Si
09/09/2012,0.2,NULO,22.8,8,Si
10/09/2012,0,NULO,23.7,13.1,No
11/09/2012,5,NULO,24.5,14.4,Si
12/09/2012,7.1,NULO,22.2,14.2,Si
13/09/2012,0.2,NULO,23.9,13.8,Si
14/09/2012,6.4,NULO,25.1,13.8,Si
15/09/2012,7.3,NULO,23.7,12.6,Si
16/09/2012,38.6,NULO,24.3,13,Si
17/09/2012,2.5,NULO,23.8,13.2,Si
18/09/2012,0.3,NULO,23.3,13.7,Si
19/09/2012,0,NULO,20.7,11.3,No
20/09/2012,0,NULO,22.6,12.7,No
21/09/2012,0,NULO,23.4,6,No
22/09/2012,0.7,NULO,23.2,13,Si
23/09/2012,0.3,NULO,21.7,12.8,Si
24/09/2012,0.1,NULO,21.2,13.8,Si
25/09/2012,0.5,NULO,23.6,13.8,Si
26/09/2012,1.5,NULO,23.7,13.9,Si
27/09/2012,11.8,NULO,24.8,13.4,Si
28/09/2012,0,NULO,26,14,No
29/09/2012,0,NULO,26.2,14,No
30/09/2012,6.3,NULO,22.6,15.4,Si
01/10/2012,0,6.2,23.6,13.5,No
02/10/2012,0,0.1,20.8,12.2,No
03/10/2012,0,NULO,23.8,9.5,No
04/10/2012,0,NULO,25.6,9.6,No
05/10/2012,0,NULO,24.6,9.7,No
06/10/2012,0,NULO,25.2,10.9,No
07/10/2012,0,NULO,24.6,10.5,No
08/10/2012,0,NULO,24,14,No
09/10/2012,3.9,NULO,25.6,12.8,Si
10/10/2012,1.5,4,23.1,13.5,Si
11/10/2012,0,1.4,26,12.6,No
12/10/2012,0,NULO,23.3,12.2,No
13/10/2012,0,NULO,26.2,13.5,No
14/10/2012,0,NULO,26,12.4,No
15/10/2012,0,NULO,26.6,10.8,No
16/10/2012,0,NULO,27.4,11,No
17/10/2012,0,NULO,26,13.5,No
18/10/2012,0,NULO,25.8,12.5,No
19/10/2012,0,NULO,26.1,13.7,No
20/10/2012,0,NULO,24.6,13,No
21/10/2012,0,NULO,25.2,12.5,No
22/10/2012,0,NULO,26.9,12,No
23/10/2012,0,NULO,26.7,12,No
24/10/2012,0,NULO,25.6,14.5,No
25/10/2012,0,NULO,26.9,11.5,No
26/10/2012,0,NULO,26.3,10.8,No
27/10/2012,0,NULO,25.8,10.6,No
28/10/2012,0,NULO,25.1,11.6,No
29/10/2012,0,NULO,23.3,10.9,No
30/10/2012,0,NULO,21.5,11.6,No
31/10/2012,0,NULO,22,10.4,No
01/11/2012,0,NULO,21.8,11.1,No
02/11/2012,0,NULO,19.2,11,No
03/11/2012,1.1,NULO,22.2,11.4,Si
04/11/2012,0,1.1,20.2,11.5,No
05/11/2012,9.2,6.1,19,11,Si
06/11/2012,7.4,10.6,18.3,11.2,Si
07/11/2012,0,NULO,21.4,8,No
08/11/2012,0,NULO,21.6,8.4,No
09/11/2012,0,NULO,23.6,8.4,No
10/11/2012,0,NULO,25.1,8.8,No
11/11/2012,0,NULO,23.6,10.6,No
12/11/2012,0,NULO,22.8,10.9,No
13/11/2012,0,NULO,18.9,11.7,No
14/11/2012,0,NULO,19.4,11,No
15/11/2012,0,NULO,22.4,10.3,No
16/11/2012,0,NULO,22.3,8.5,No
17/11/2012,0,NULO,20.1,11.2,No
18/11/2012,0,NULO,23.1,10.2,No
19/11/2012,0,NULO,24.4,9.8,No
20/11/2012,0,NULO,24,8.5,No
21/11/2012,0,NULO,21.6,7.5,No
22/11/2012,0,NULO,21.6,10.1,No
23/11/2012,0,NULO,22.1,10.1,No
24/11/2012,0,NULO,19.2,10,No
25/11/2012,0,NULO,21.8,7.4,No
26/11/2012,0,NULO,22.2,7.5,No
27/11/2012,0,NULO,22.6,9,No
28/11/2012,0,NULO,21.8,8.5,No
29/11/2012,0,NULO,22.5,8.9,No
30/11/2012,0,NULO,22.2,8.6,No
01/12/2012,0,NULO,22.1,10.5,No
02/12/2012,0,NULO,23.7,9.8,No
03/12/2012,0,NULO,22.6,9,No
04/12/2012,0,NULO,22,9.5,No
05/12/2012,0,NULO,20.6,8.4,No
06/12/2012,0,NULO,22.5,8,No
07/12/2012,0,NULO,23.5,8,No
08/12/2012,0,NULO,23.9,8.3,No
09/12/2012,0,NULO,25.9,9,No
10/12/2012,0,NULO,25,9.6,No
11/12/2012,0,NULO,22.8,12.9,No
12/12/2012,0,NULO,24.4,11.5,No
13/12/2012,0,NULO,22.4,9,No
14/12/2012,0,NULO,24.5,9.6,No
15/12/2012,0,NULO,25.6,10,No
16/12/2012,0,NULO,26.5,10.5,No
17/12/2012,0,NULO,25.5,10.2,No
18/12/2012,0,NULO,24,10,No
19/12/2012,0,NULO,26.2,9.9,No
20/12/2012,0,NULO,22.4,10,No
21/12/2012,0,NULO,21,7,No
22/12/2012,0,NULO,22.4,6,No
23/12/2012,0,NULO,24.2,7.5,No
24/12/2012,0,NULO,25.4,8.3,No
25/12/2012,0,NULO,23.5,9.8,No
26/12/2012,0,NULO,21.6,8.2,No
27/12/2012,0,NULO,24.4,9.2,No
28/12/2012,0,NULO,24.8,9.2,No
29/12/2012,0,NULO,22.5,9.2,No
30/12/2012,0,NULO,21.5,6,No
31/12/2012,0,NULO,22.1,7.5,No
01/01/2013,0,NULO,22.1,9.5,No
02/01/2013,0,NULO,18.2,9.7,No
03/01/2013,0,NULO,21.6,9,No
04/01/2013,0,NULO,21.6,8.2,No
05/01/2013,0.6,NULO,22.2,9.3,Si
06/01/2013,0,0.5,23.1,8.1,No
07/01/2013,0,NULO,22.5,7,No
08/01/2013,0,NULO,22.9,10,No
09/01/2013,0,NULO,24.2,13.9,No
10/01/2013,0,NULO,26.2,9.7,No
11/01/2013,0,NULO,25.9,10.7,No
12/01/2013,0,NULO,24.8,11.3,No
13/01/2013,0,NULO,25.9,10.9,No
14/01/2013,0,NULO,25.8,10.1,No
15/01/2013,0,NULO,25.7,11,No
16/01/2013,0,NULO,23.5,11.2,No
17/01/2013,0,NULO,19.1,9.2,No
18/01/2013,0,NULO,18,4,No
19/01/2013,0,NULO,22.1,6.8,No
20/01/2013,0,NULO,20.8,8.6,No
21/01/2013,0,NULO,17.1,9.9,No
22/01/2013,0.2,NULO,17.8,10,Si
23/01/2013,0,0.1,18.8,9,No
24/01/2013,0,NULO,20.6,7.8,No
25/01/2013,0,NULO,22.2,6.9,No
26/01/2013,0,NULO,24,5.2,No
27/01/2013,0,NULO,23.9,7,No
28/01/2013,0,NULO,24,9.6,No
29/01/2013,0,NULO,24.2,10,No
30/01/2013,0,NULO,25,9.5,No
31/01/2013,0,NULO,26.1,9.6,No
01/02/2013,0,NULO,27.6,10.2,No
02/02/2013,0,NULO,27.5,10.5,No
03/02/2013,0,NULO,24.6,9.5,No
04/02/2013,0.1,NULO,24.3,9.5,Si
05/02/2013,0,0.1,26.1,10.2,No
06/02/2013,0,NULO,26.6,10.3,No
07/02/2013,0,NULO,26.8,12,No
08/02/2013,0,NULO,25.2,12.2,No
09/02/2013,0,NULO,26.1,11.2,No
10/02/2013,0,NULO,26.4,10.2,No
11/02/2013,0,NULO,28.2,10.6,No
12/02/2013,0,NULO,28.4,11,No
13/02/2013,0,NULO,27.5,10,No
14/02/2013,0,NULO,26,9.6,No
15/02/2013,0,NULO,25.2,11,No
16/02/2013,0,NULO,21.8,8.6,No
17/02/2013,0,NULO,23.7,6.2,No
18/02/2013,0,NULO,26.6,9.4,No
19/02/2013,0,NULO,26.2,12,No
20/02/2013,0,NULO,27.3,10.9,No
21/02/2013,0,NULO,26.5,12.7,No
22/02/2013,0,NULO,27.5,11.2,No
23/02/2013,0,NULO,28.5,11,No
24/02/2013,0,NULO,25.8,11,No
25/02/2013,0,NULO,26.4,11.2,No
26/02/2013,0,NULO,28.5,13,No
27/02/2013,0,NULO,30.2,14.6,No
28/02/2013,0,NULO,29.6,11.2,No
01/03/2013,0,5.73,22.6,12.4,No
02/03/2013,0,5.49,15.4,6.9,No
03/03/2013,0,NULO,21.8,1,No
04/03/2013,0,4.6,23.5,5.4,No
05/03/2013,0,5.4,25.5,7.5,No
06/03/2013,0,5.91,25.9,6.6,No
07/03/2013,0,NULO,26.2,10.2,No
08/03/2013,0,NULO,26.1,10.5,No
09/03/2013,0,NULO,28,12.5,No
10/03/2013,0,NULO,26.2,13,No
11/03/2013,0,NULO,26.7,13,No
12/03/2013,0,6.3,26.9,13.4,No
13/03/2013,0,6.11,23,10.8,No
14/03/2013,0,3.98,18.2,8.2,No
15/03/2013,1.6,NULO,13.6,7.9,Si
16/03/2013,0,1.65,15.6,9.2,No
17/03/2013,0,NULO,22.2,7.3,No
18/03/2013,0,NULO,25.6,10.2,No
19/03/2013,0,5.73,27.6,10.9,No
20/03/2013,0,9.11,27.6,11,No
21/03/2013,0,6.11,27,11.5,No
22/03/2013,0,9.39,26.5,15.6,No
23/03/2013,0,NULO,25.6,13,No
24/03/2013,0,NULO,27.9,12.6,No
25/03/2013,0,NULO,28.3,12,No
26/03/2013,0,5.42,23.1,7.5,No
27/03/2013,0,4.99,25.2,8,No
28/03/2013,0.5,3.99,25.6,12.4,Si
29/03/2013,0,0.5,26.8,12.5,No
30/03/2013,0,NULO,28.1,12,No
31/03/2013,0,NULO,29,13.9,No
01/04/2013,0,NULO,29.2,14.7,No
02/04/2013,0,NULO,28.1,14.7,No
03/04/2013,0,NULO,28.5,13.4,No
04/04/2013,0,NULO,29.4,13.5,No
05/04/2013,0,NULO,25.6,11.4,No
06/04/2013,2,5.2,28.4,13,Si
07/04/2013,0.6,NULO,28,13.3,Si
08/04/2013,0,NULO,29,13.5,No
09/04/2013,0,8.04,29.2,13.8,No
10/04/2013,0,9.4,29.6,15,No
11/04/2013,0,8.56,29.1,14.5,No
12/04/2013,0,NULO,28.2,16.4,No
13/04/2013,0,NULO,27.4,14.5,No
14/04/2013,0,NULO,29.2,13.8,No
15/04/2013,0,NULO,30.6,14,No
16/04/2013,0,NULO,31.2,14.5,No
17/04/2013,0,NULO,30.6,16.8,No
18/04/2013,0,7.77,31.6,15.8,No
19/04/2013,0,8.01,29.5,15,No
20/04/2013,0,7.73,29.4,10.8,No
21/04/2013,0,NULO,29.7,15,No
22/04/2013,0,NULO,29.6,15,No
23/04/2013,0,5.25,27.9,17.2,No
