FECHA,PRECIP,EVAP,TMAX,TMIN,clas
24/04/2013,0.8,4.03,27.1,15,Si
25/04/2013,12.1,4.47,24.7,13.1,Si
26/04/2013,0,2.03,23.3,11.5,No
27/04/2013,0,4.58,27.1,13.2,No
28/04/2013,0,NULO,27,11.5,No
29/04/2013,0,NULO,27.9,14.2,No
30/04/2013,0,NULO,27.1,16,No
01/05/2013,0,8.46,29.3,13,No
02/05/2013,0,NULO,30.3,15.4,No
03/05/2013,0,NULO,26.1,12.4,No
04/05/2013,0,6.83,27,12.5,No
05/05/2013,0,5.11,28.6,13,No
06/05/2013,0,NULO,27.5,12.5,No
07/05/2013,0,5.03,29.2,13.8,No
08/05/2013,0,6.99,28.6,14.9,No
09/05/2013,0,7.07,29.4,16.2,No
10/05/2013,0,7,29.2,16.2,No
11/05/2013,0,NULO,28.3,15.8,No
12/05/2013,2,NULO,26.2,13.8,Si
13/05/2013,22.5,NULO,22.1,13.4,Si
14/05/2013,2.1,2.43,25.1,12.3,Si
15/05/2013,0,NULO,25.6,13.5,No
16/05/2013,0,6.1,27.7,13,No
17/05/2013,1.3,6.73,29.4,14.8,Si
18/05/2013,0.5,6.63,30.7,14.3,Si
19/05/2013,0.1,4.96,29.4,15.2,Si
20/05/2013,1.2,5.59,29.4,15.5,Si
21/05/2013,1.2,6.35,29.4,15.9,Si
22/05/2013,7.6,7.42,30.3,16.2,Si
23/05/2013,2.6,5.7,27.7,14.6,Si
24/05/2013,0,5.72,26.4,13.5,No
25/05/2013,4.4,4.91,25,13.2,Si
26/05/2013,16.6,NULO,24.8,14,Si
27/05/2013,0,NULO,23.1,13.1,No
28/05/2013,0,NULO,26.4,13,No
29/05/2013,0,NULO,27.9,14.7,No
30/05/2013,0,6.91,28,15.6,No
31/05/2013,0,7.93,27.6,14.2,No
01/06/2013,0,NULO,28.1,14,No
02/06/2013,0,NULO,26.5,15.5,No
03/06/2013,0,NULO,26.6,14.6,No
04/06/2013,0,6.82,28.6,14.8,No
05/06/2013,0,8.51,28.2,13.6,No
06/06/2013,0,8.49,29.6,14.3,No
07/06/2013,0,8.04,29.9,14.4,No
08/06/2013,0,7.78,29.4,14.6,No
09/06/2013,3.6,NULO,24,13,Si
10/06/2013,7.1,4.05,24.9,13.8,Si
11/06/2013,9.5,NULO,22.6,13.6,Si
12/06/2013,0.4,3.47,25.8,14.2,Si
13/06/2013,10.6,4.11,26.1,14,Si
14/06/2013,19.8,5.2,24,14.5,Si
15/06/2013,8,NULO,24.8,13,Si
16/06/2013,0,NULO,27,13.9,No
17/06/2013,0,8.66,27.7,15,No
18/06/2013,0,8.49,27.1,13.4,No
19/06/2013,16.7,6.94,25.7,13.7,Si
20/06/2013,5.9,1.37,18.4,13.8,Si
21/06/2013,77.9,4.3,16.9,13.8,Si
22/06/2013,7.6,2.52,20.5,13.6,Si
23/06/2013,6.7,7.2,25.7,13.5,Si
24/06/2013,3.1,6,25.5,13.2,Si
25/06/2013,6.6,NULO,25.2,13.6,Si
26/06/2013,3.3,8.11,25.7,14.9,Si
27/06/2013,0,4.54,26.2,13,No
28/06/2013,0,6.84,25.2,12.8,No
29/06/2013,4,2.46,24.3,14.1,Si
30/06/2013,0,4.1,25.2,12.5,No
01/07/2013,0,NULO,27.1,12.5,No
02/07/2013,2.3,3.58,26.1,13.6,Si
03/07/2013,4.7,4.89,25.6,13.5,Si
04/07/2013,4.4,4.47,25.4,14.5,Si
05/07/2013,12.8,3.95,21.6,14.2,Si
06/07/2013,4.7,4.55,23.8,13.8,Si
07/07/2013,0.6,2.89,23.6,14.3,Si
08/07/2013,3.9,2.69,21.5,14,Si
09/07/2013,0,NULO,24.7,13.5,No
10/07/2013,2.4,NULO,24.4,13.4,Si
11/07/2013,17.7,2.98,25.1,12.5,Si
12/07/2013,0.3,4.86,22.5,12.5,Si
13/07/2013,20.4,5.84,23.5,12.8,Si
14/07/2013,0,NULO,24.5,13.6,No
15/07/2013,0.9,NULO,26.4,13.4,Si
16/07/2013,0,NULO,25.3,12.8,No
17/07/2013,22.1,NULO,23.6,14.3,Si
18/07/2013,0,1.72,23.7,13.6,No
19/07/2013,4,3.41,24.4,14.6,Si
20/07/2013,4.5,3.49,24.4,13.6,Si
21/07/2013,0.1,3.13,26.4,13.8,Si
22/07/2013,3.3,5.1,24.1,13.8,Si
23/07/2013,2.2,4.44,25,14.2,Si
24/07/2013,3.1,5.37,24.6,13.5,Si
25/07/2013,3,3.27,23.9,13.5,Si
26/07/2013,0,NULO,26.2,13.2,No
27/07/2013,0,8.37,26.9,13.3,No
28/07/2013,3.5,NULO,27.5,14.5,Si
29/07/2013,0,NULO,27.4,13.6,No
30/07/2013,12,NULO,26.6,13.2,Si
31/07/2013,0,5.23,25.2,13.5,No
01/08/2013,5.3,4.32,25.5,14.2,Si
02/08/2013,0,2.88,25.8,14.2,No
03/08/2013,0,5.91,25.1,14.5,No
04/08/2013,6.7,NULO,25.5,13.6,Si
05/08/2013,0.2,NULO,25.1,13,Si
06/08/2013,0,6.6,26.4,13.4,No
07/08/2013,3.6,7.4,27.2,15.2,Si
08/08/2013,1.3,4.93,25.6,14.8,Si
09/08/2013,3,4.2,25.6,13,Si
10/08/2013,1.9,3.88,23,12.8,Si
11/08/2013,11.5,4.02,24,13,Si
12/08/2013,5.1,0.88,22.8,13.4,Si
13/08/2013,0,4.1,23,12.4,No
14/08/2013,0,5.06,24.2,11.4,No
15/08/2013,9.7,NULO,26,12.5,Si
16/08/2013,3.5,NULO,25.4,12.8,Si
17/08/2013,0,4.9,24.6,12.5,No
18/08/2013,0,NULO,26,13.8,No
19/08/2013,2.2,NULO,23.9,13,Si
20/08/2013,15.2,NULO,22.2,12.4,Si
21/08/2013,2.1,NULO,20.8,13.4,Si
22/08/2013,2.3,2.74,24.4,13,Si
23/08/2013,4.3,NULO,24.6,13.4,Si
24/08/2013,0.5,NULO,23.7,14,Si
25/08/2013,0,NULO,20.5,12.5,No
26/08/2013,16.8,2.27,19.4,13.5,Si
27/08/2013,0,3.39,24.4,13.5,No
28/08/2013,0,NULO,25.1,14,No
29/08/2013,13.8,5.04,22.4,13,Si
30/08/2013,0.9,2.43,23.1,12.5,Si
31/08/2013,7.6,1.38,24.1,14.5,Si
01/09/2013,0,0.13,25.6,14,No
02/09/2013,12.5,NULO,24,14.9,Si
03/09/2013,4.7,1.09,19.6,13.3,Si
04/09/2013,14.3,NULO,21.6,12.9,Si
05/09/2013,43.8,NULO,22.6,13.2,Si
06/09/2013,19.7,NULO,22.9,13.8,Si
07/09/2013,20.9,1.64,19.1,13.4,Si
08/09/2013,4.9,NULO,21.1,13.2,Si
09/09/2013,24.3,NULO,23.7,13,Si
10/09/2013,0.6,NULO,23.7,13.4,Si
11/09/2013,0,2.79,22.6,14,No
12/09/2013,0.1,3.16,21.8,13.8,Si
13/09/2013,7.1,1.37,18.5,13.8,Si
14/09/2013,6.2,2.93,18.4,13.5,Si
15/09/2013,0.9,NULO,18.7,13.5,Si
16/09/2013,2.2,NULO,18.5,13.6,Si
17/09/2013,21.9,5.84,23.9,12.5,Si
18/09/2013,2.1,NULO,22.5,14.4,Si
19/09/2013,5,2.96,25.6,14.8,Si
20/09/2013,6.2,3.95,25.5,15,Si
21/09/2013,1.6,2.8,24.5,14.8,Si
22/09/2013,19.2,NULO,24.5,14,Si
23/09/2013,1.8,NULO,25.3,15.6,Si
24/09/2013,23.1,6.72,23.6,15.6,Si
25/09/2013,11.1,2.61,24.2,13.5,Si
26/09/2013,6.9,NULO,21,13.9,Si
27/09/2013,0,3.65,26.2,12.8,No
28/09/2013,13.2,3.31,26.4,13.4,Si
29/09/2013,3,NULO,26.1,13,Si
30/09/2013,0,3.99,26.7,12.8,No
01/10/2013,0,3.95,25.6,13.5,No
02/10/2013,0,6.51,26.1,13,No
03/10/2013,0,5.1,25.9,12.7,No
04/10/2013,0,5.17,27.6,12.5,No
05/10/2013,9.2,5.14,28.1,13.8,Si
06/10/2013,0,NULO,26.2,NULO,No
07/10/2013,0.8,NULO,18.7,14.4,Si
08/10/2013,0,NULO,22.8,NULO,No
09/10/2013,0.6,NULO,NULO,NULO,Si
10/10/2013,15.2,NULO,NULO,NULO,Si
11/10/2013,0,NULO,24.9,14.4,No
12/10/2013,0,NULO,24.4,NULO,No
13/10/2013,0,NULO,25.2,NULO,No
14/10/2013,0,NULO,25.2,NULO,No
15/10/2013,0,NULO,NULO,NULO,No
16/10/2013,0,NULO,27.3,NULO,No
17/10/2013,0,NULO,26.8,NULO,No
18/10/2013,4.5,NULO,24.9,NULO,Si
19/10/2013,39.6,NULO,23.9,NULO,Si
20/10/2013,0.5,NULO,NULO,NULO,Si
21/10/2013,0,NULO,22.5,NULO,No
22/10/2013,13.8,NULO,NULO,NULO,Si
23/10/2013,1,NULO,14.5,NULO,Si
24/10/2013,0,NULO,17.6,NULO,No
25/10/2013,0,NULO,22.1,NULO,No
26/10/2013,0,NULO,20.2,NULO,No
27/10/2013,1,NULO,NULO,NULO,Si
28/10/2013,0,NULO,25.8,NULO,No
29/10/2013,0,NULO,NULO,NULO,No
30/10/2013,0,NULO,NULO,NULO,No
31/10/2013,0,NULO,NULO,NULO,No
01/11/2013,3.7,NULO,25.4,15.4,Si
02/11/2013,0,NULO,18.2,14.7,No
03/11/2013,0.1,NULO,NULO,9,Si
04/11/2013,0,NULO,NULO,13.8,No
05/11/2013,0,NULO,23.2,12.6,No
06/11/2013,0,NULO,23.6,11.8,No
07/11/2013,0,NULO,NULO,11,No
08/11/2013,0,NULO,22.7,11.2,No
09/11/2013,0,NULO,23.1,12,No
10/11/2013,5,NULO,NULO,13,Si
11/11/2013,0,NULO,22.9,11.2,No
12/11/2013,1.9,NULO,17.4,12,Si
13/11/2013,0.7,NULO,19.5,8.3,Si
14/11/2013,0,NULO,21.6,7,No
15/11/2013,0,NULO,22.1,10,No
16/11/2013,0,NULO,25.6,10.8,No
17/11/2013,0,NULO,25,11.3,No
18/11/2013,0,NULO,24,13.6,No
19/11/2013,18.3,NULO,22.7,13,Si
20/11/2013,0,NULO,23.7,11.2,No
21/11/2013,0,NULO,21.7,11.3,No
22/11/2013,9.1,NULO,22.9,10.4,Si
23/11/2013,0.4,NULO,22,12,Si
24/11/2013,0,NULO,NULO,8.8,No
25/11/2013,0,NULO,23.6,10,No
26/11/2013,0,NULO,23.5,10.5,No
27/11/2013,0,NULO,20.2,8.7,No
28/11/2013,0,NULO,22,8.5,No
29/11/2013,0,NULO,21.1,8,No
30/11/2013,0,NULO,21.3,6.5,No
01/12/2013,0,NULO,NULO,6.6,No
02/12/2013,0,NULO,NULO,8,No
03/12/2013,0,NULO,NULO,9.6,No
04/12/2013,0,NULO,26,11,No
05/12/2013,0,NULO,26.6,11.2,No
06/12/2013,0,NULO,26.9,10.8,No
07/12/2013,0,NULO,25.5,10.8,No
08/12/2013,0,NULO,NULO,9.5,No
09/12/2013,0,NULO,24.2,10.5,No
10/12/2013,0,NULO,21.6,12.4,No
11/12/2013,0,NULO,21,9.8,No
12/12/2013,0,NULO,21.6,8,No
13/12/2013,0,NULO,22.6,10.2,No
14/12/2013,0,NULO,23.1,13.2,No
15/12/2013,0,NULO,NULO,9.6,No
16/12/2013,0,NULO,NULO,10,No
17/12/2013,0,NULO,NULO,9.2,No
18/12/2013,0,NULO,23.4,8.4,No
19/12/2013,0,NULO,24.5,10,No
20/12/2013,0,NULO,25.2,11.2,No
21/12/2013,0,NULO,NULO,11.7,No
22/12/2013,0,NULO,NULO,10.5,No
23/12/2013,0,NULO,21.7,10.7,No
24/12/2013,0,NULO,NULO,8,No
25/12/2013,0,NULO,NULO,8.2,No
26/12/2013,0.2,NULO,NULO,8.2,Si
27/12/2013,0.1,NULO,NULO,9,Si
28/12/2013,0,NULO,NULO,8,No
29/12/2013,0,NULO,NULO,9.8,No
30/12/2013,0,NULO,NULO,9.2,No
31/12/2013,0,NULO,NULO,10.8,No
01/01/2014,0,NULO,NULO,NULO,No
02/01/2014,0.1,NULO,NULO,NULO,Si
03/01/2014,0,NULO,18.3,NULO,No
04/01/2014,0,NULO,NULO,NULO,No
05/01/2014,0,NULO,NULO,NULO,No
06/01/2014,0,NULO,NULO,NULO,No
07/01/2014,0,NULO,NULO,NULO,No
08/01/2014,0,NULO,20.9,NULO,No
09/01/2014,0,NULO,21.5,NULO,No
10/01/2014,0,NULO,21,NULO,No
11/01/2014,0,NULO,NULO,NULO,No
12/01/2014,0,NULO,NULO,NULO,No
13/01/2014,0,NULO,22,NULO,No
14/01/2014,0,NULO,20.2,NULO,No
15/01/2014,0,NULO,13.6,NULO,No
16/01/2014,0,NULO,17.8,4.6,No
17/01/2014,0,NULO,17.9,7.6,No
18/01/2014,0,NULO,20.5,NULO,No
19/01/2014,0,NULO,NULO,NULO,No
20/01/2014,0,NULO,23.2,6.2,No
21/01/2014,0,2.85,19.2,8.1,No
22/01/2014,0,8.34,22,4,No
23/01/2014,0,0.7,24.4,8.2,No
24/01/2014,0,3.74,23.2,8.2,No
25/01/2014,0,NULO,22.5,NULO,No
26/01/2014,0,NULO,23.4,8.8,No
27/01/2014,0,NULO,25.1,9,No
28/01/2014,0,4.61,25,12,No
29/01/2014,0,6.45,NULO,11.6,No
30/01/2014,0,NULO,23.9,8.8,No
31/01/2014,0,3.01,23.9,9.2,No
01/02/2014,0,5.16,27.1,10,No
02/02/2014,0,4.57,24.8,11,No
03/02/2014,0,NULO,26.1,10.8,No
04/02/2014,0,4.84,27.1,11,No
05/02/2014,0,NULO,25.6,11.4,No
06/02/2014,0,3.88,24.1,10,No
07/02/2014,0,3.61,23.5,11.7,No
08/02/2014,0,NULO,25.1,NULO,No
09/02/2014,0,NULO,NULO,10,No
10/02/2014,0,NULO,NULO,10,No
11/02/2014,2,NULO,25.6,9.8,Si
12/02/2014,0,NULO,24.7,NULO,No
13/02/2014,0,NULO,25.5,9.6,No
14/02/2014,0,6.84,24.6,10.5,No
15/02/2014,0,5.81,25.3,NULO,No
16/02/2014,0,NULO,NULO,NULO,No
17/02/2014,0,NULO,26.6,9.2,No
18/02/2014,0,NULO,26.6,NULO,No
19/02/2014,0,NULO,27,9.8,No
20/02/2014,0,NULO,NULO,12,No
21/02/2014,0,NULO,25.9,11.2,No
22/02/2014,0,NULO,25.6,NULO,No
23/02/2014,0,NULO,NULO,12.6,No
24/02/2014,0,NULO,NULO,NULO,No
25/02/2014,0,NULO,26.5,13.3,No
26/02/2014,0,7.89,26.9,13,No
27/02/2014,0,NULO,26.4,NULO,No
28/02/2014,0,NULO,27.8,NULO,No
01/03/2014,0,1.61,28.9,12.2,No
02/03/2014,0,NULO,NULO,NULO,No
03/03/2014,0,NULO,26,12.8,No
04/03/2014,0,NULO,25.8,NULO,No
05/03/2014,0,NULO,NULO,NULO,No
06/03/2014,0,NULO,26.1,NULO,No
07/03/2014,0,NULO,NULO,10.6,No
08/03/2014,0,NULO,26.6,NULO,No
09/03/2014,0,NULO,23.5,12.4,No
10/03/2014,0,NULO,22.5,11.4,No
11/03/2014,0,4.39,26.1,12.4,No
12/03/2014,0,9.83,28.1,10.2,No
13/03/2014,0,5.05,26.4,10,No
14/03/2014,0,6.63,28.5,12,No
15/03/2014,0,NULO,29.4,NULO,No
16/03/2014,0,NULO,NULO,NULO,No
17/03/2014,0,NULO,24.4,9.8,No
18/03/2014,0,8.25,NULO,10,No
19/03/2014,3.5,NULO,28,13.9,Si
20/03/2014,3,NULO,27.6,12,Si
21/03/2014,0.1,5.47,NULO,13,Si
22/03/2014,0,NULO,30.6,NULO,No
23/03/2014,0,NULO,NULO,NULO,No
24/03/2014,0,NULO,29.9,13.5,No
25/03/2014,0,7.17,27.5,15,No
26/03/2014,0,NULO,26.6,NULO,No
27/03/2014,0,NULO,28.1,13.5,No
28/03/2014,0,8.35,30,13.5,No
29/03/2014,3,NULO,27.9,14.4,Si
30/03/2014,8.7,NULO,25.6,12.8,Si
31/03/2014,0,NULO,27.1,11.2,No
01/04/2014,9.3,6.59,29.4,14.4,Si
02/04/2014,0.1,6.12,29.1,12.4,Si
03/04/2014,0,4.81,27.2,13.6,No
04/04/2014,0,7.89,29,15.2,No
05/04/2014,0,NULO,28.7,NULO,No
06/04/2014,0,NULO,28.5,15.8,No
07/04/2014,0,NULO,28.6,NULO,No
08/04/2014,0,NULO,21.4,12.4,No
09/04/2014,0,NULO,26.2,9,No
10/04/2014,0,NULO,26.7,NULO,No
11/04/2014,0,NULO,28.5,NULO,No
12/04/2014,0,NULO,30,13.5,No
13/04/2014,0,NULO,NULO,NULO,No
14/04/2014,1.2,NULO,NULO,17,Si
15/04/2014,10.4,NULO,25.5,13,Si
16/04/2014,0.1,4.17,27.5,12,Si
17/04/2014,0,5.17,28.4,12.5,No
18/04/2014,5,NULO,26.3,12.5,Si
19/04/2014,0,NULO,27.1,NULO,No
20/04/2014,0,NULO,NULO,13,No
21/04/2014,0,NULO,28.5,NULO,No
22/04/2014,3,NULO,26.9,12.2,Si
23/04/2014,0.4,NULO,26.7,NULO,Si
24/04/2014,0,NULO,26,13,No
25/04/2014,0,NULO,25.4,NULO,No
26/04/2014,0,NULO,26.7,14,No
27/04/2014,0,NULO,NULO,NULO,No
28/04/2014,0,NULO,30.1,15.2,No
29/04/2014,2.6,NULO,NULO,16.6,Si
30/04/2014,1.3,NULO,25.2,14.9,Si
01/05/2014,0.6,NULO,27.6,NULO,Si
02/05/2014,0,NULO,26.5,NULO,No
03/05/2014,7.3,NULO,26.3,NULO,Si
04/05/2014,0.8,NULO,26.3,11.6,Si
05/05/2014,0,NULO,26.3,NULO,No
06/05/2014,1.4,NULO,28.7,15.2,Si
07/05/2014,8.5,3.34,NULO,14.2,Si
08/05/2014,0.3,NULO,19.1,12.8,Si
09/05/2014,0,2.59,27.8,11.2,No
10/05/2014,0.7,6.45,26.7,14.8,Si
11/05/2014,0,3.97,29.7,14.5,No
12/05/2014,2,7.4,27.1,14.2,Si
13/05/2014,16.1,5.24,28.1,13.8,Si
14/05/2014,9.6,4.31,23,12.9,Si
15/05/2014,0,7.45,23,9.5,No
16/05/2014,0,NULO,24.6,7.4,No
17/05/2014,0,NULO,25.4,10.7,No
18/05/2014,0,NULO,25.6,12,No
19/05/2014,0,7.19,26.9,11.5,No
20/05/2014,0,7.45,27.6,12.2,No
21/05/2014,0.2,7.87,26.5,13.3,Si
22/05/2014,28.7,5.74,28.1,13.7,Si
23/05/2014,1.9,4.19,24.7,13.9,Si
24/05/2014,9.8,NULO,27.4,12.8,Si
25/05/2014,1.4,3.94,24.8,13.9,Si
26/05/2014,2.2,NULO,23.9,14,Si
27/05/2014,1.6,5.12,25,13.5,Si
28/05/2014,11.3,2.04,NULO,13.6,Si
29/05/2014,0.5,2.18,25.6,13.5,Si
30/05/2014,3.3,5.27,19.6,15.7,Si
31/05/2014,14.9,2.86,21.9,13.5,Si
01/06/2014,0,NULO,22.5,12,No
02/06/2014,0,NULO,22.3,12.5,No
03/06/2014,0,NULO,23.3,13,No
04/06/2014,21,8.24,22.2,14.5,Si
05/06/2014,0.9,4.05,22.5,14.6,Si
06/06/2014,2,4.18,22.6,14.8,Si
07/06/2014,17.1,2.16,23.2,14.5,Si
08/06/2014,6.8,3.33,24.4,14.4,Si
09/06/2014,0,NULO,28.4,13.8,No
10/06/2014,2.8,5.26,NULO,15,Si
11/06/2014,15.4,NULO,NULO,13.6,Si
12/06/2014,0,NULO,27.5,13.9,No
13/06/2014,0,NULO,28.6,14.5,No
14/06/2014,0,8.44,28.5,NULO,No
15/06/2014,0,6.52,28,15,No
16/06/2014,3.2,NULO,28.4,13.7,Si
17/06/2014,28.9,6.15,27.3,13.6,Si
18/06/2014,14.3,5.78,26.6,13.8,Si
19/06/2014,39.8,4.19,25.9,14.2,Si
20/06/2014,9.6,3,22.7,14,Si
21/06/2014,15.5,4.29,26.3,14.3,Si
22/06/2014,0.6,NULO,NULO,NULO,Si
23/06/2014,76,NULO,NULO,16,Si
24/06/2014,28,NULO,NULO,13.9,Si
25/06/2014,9.6,NULO,20.2,NULO,Si
26/06/2014,9.2,NULO,NULO,NULO,Si
27/06/2014,0,NULO,23.6,14,No
28/06/2014,5.9,NULO,25.5,NULO,Si
29/06/2014,17.4,NULO,23.6,12.7,Si
30/06/2014,3.2,NULO,20.1,13.2,Si
01/07/2014,0,NULO,19.6,12.4,No
02/07/2014,12.7,1.46,24.9,13.8,Si
03/07/2014,1,5.27,23.1,13.9,Si
04/07/2014,19.5,5.28,20.9,13.8,Si
05/07/2014,21,4.53,21.1,13,Si
06/07/2014,17.1,NULO,22.5,12.8,Si
07/07/2014,11.3,NULO,21.5,12.8,Si
08/07/2014,0.1,NULO,23.5,11.4,Si
09/07/2014,1.3,NULO,24,13.3,Si
10/07/2014,0.6,NULO,22.5,13.8,Si
11/07/2014,0,3,24.6,13.6,No
12/07/2014,0,5.4,24.6,11.5,No
13/07/2014,38.6,7.14,25.4,12.5,Si
14/07/2014,0,NULO,23.9,13.2,No
15/07/2014,1,4.64,23.7,13,Si
16/07/2014,3.9,2.61,23.2,13.6,Si
17/07/2014,13,2.72,26.6,13.6,Si
18/07/2014,1.2,3.84,22.9,12.6,Si
19/07/2014,8.8,1.76,29,12.8,Si
20/07/2014,0.6,5.93,28.3,11.5,Si
21/07/2014,0,7.13,27.4,13,No
22/07/2014,4.4,5.17,26.7,13.5,Si
23/07/2014,10.3,6.59,23.6,12.8,Si
24/07/2014,1.6,9.87,23.7,11.5,Si
25/07/2014,1.6,6.63,25.4,12.7,Si
26/07/2014,0,NULO,NULO,NULO,No
27/07/2014,0.5,NULO,NULO,13.4,Si
28/07/2014,11.7,6.08,24.6,13.5,Si
29/07/2014,8.1,3.92,26.4,11.6,Si
30/07/2014,5.6,4.99,26.4,14.5,Si
31/07/2014,0,6.48,NULO,13.2,No
01/08/2014,0,NULO,27.1,14,No
02/08/2014,1.8,5.14,25.5,13.7,Si
03/08/2014,0,6.94,26,13.6,No
04/08/2014,3.4,6.73,25,14,Si
05/08/2014,3.2,3.37,25.5,13.6,Si
06/08/2014,0,NULO,24.5,NULO,No
07/08/2014,8.2,NULO,23.3,NULO,Si
08/08/2014,20.5,NULO,20.4,13,Si
09/08/2014,0,NULO,NULO,NULO,No
10/08/2014,0.2,NULO,26.2,14.8,Si
11/08/2014,5,NULO,24,13.6,Si
12/08/2014,19.9,NULO,24.6,13.7,Si
13/08/2014,16.2,NULO,24.5,13.2,Si
14/08/2014,12.7,4.82,24.7,12.5,Si
15/08/2014,31.2,4.6,NULO,13,Si
16/08/2014,0,2.18,26.6,13.2,No
17/08/2014,24.4,5.39,27.5,11.5,Si
18/08/2014,35.4,7.83,22.5,13,Si
19/08/2014,1.4,NULO,23.5,12.8,Si
20/08/2014,3.3,NULO,25.1,12.8,Si
21/08/2014,0,2.96,22.5,13,No
22/08/2014,0,5.35,23.5,12,No
23/08/2014,36.7,3.73,26.1,13,Si
24/08/2014,1.3,3.66,25.8,12.8,Si
25/08/2014,0,5.45,25.5,12.5,No
26/08/2014,0,6.51,25.5,13.5,No
27/08/2014,0,6.38,26.4,12.5,No
28/08/2014,0,6.28,25.3,13.4,No
29/08/2014,0,8.2,26.6,13,No
30/08/2014,28.3,NULO,25.5,NULO,Si
31/08/2014,48.4,NULO,26.8,13.8,Si
01/09/2014,13.1,NULO,25.5,13.8,Si
02/09/2014,34.3,NULO,26.5,13.6,Si
03/09/2014,20.5,5.46,22.1,14,Si
04/09/2014,5.9,2.71,24.7,13,Si
05/09/2014,0.4,6.11,25.9,12.4,Si
06/09/2014,1.4,NULO,25.4,NULO,Si
07/09/2014,0,NULO,21.2,12,No
08/09/2014,4.1,NULO,20.4,13.4,Si
09/09/2014,8.9,2.52,NULO,13.6,Si
10/09/2014,2.3,NULO,25.5,NULO,Si
11/09/2014,5,NULO,25.7,14,Si
12/09/2014,0,NULO,23,NULO,No
13/09/2014,0,NULO,22.9,13.8,No
14/09/2014,6.7,NULO,NULO,NULO,Si
15/09/2014,0,NULO,23.5,11.8,No
16/09/2014,0,2.37,20.6,13.4,No
17/09/2014,0,NULO,24.2,14.2,No
18/09/2014,0,2.77,NULO,12.8,No
19/09/2014,1.5,NULO,28,14.6,Si
20/09/2014,0,NULO,26.1,NULO,No
21/09/2014,0,NULO,NULO,15,No
22/09/2014,16.6,NULO,22.9,NULO,Si
23/09/2014,11.3,NULO,NULO,NULO,Si
24/09/2014,1.2,NULO,23.1,NULO,Si
25/09/2014,0.7,NULO,25.9,13.6,Si
26/09/2014,0.1,NULO,NULO,NULO,Si
27/09/2014,0,NULO,26.1,15.2,No
28/09/2014,16.5,NULO,NULO,NULO,Si
29/09/2014,13.2,NULO,22.6,NULO,Si
30/09/2014,0.3,NULO,25.4,NULO,Si
01/10/2014,0.8,4.75,25.9,13.6,Si
02/10/2014,11.5,NULO,26.4,NULO,Si
03/10/2014,11,NULO,23,14.2,Si
04/10/2014,9.4,3.96,24.6,14,Si
05/10/2014,65.5,1.54,NULO,13.9,Si
06/10/2014,24,NULO,23.3,NULO,Si
07/10/2014,0.2,NULO,23.6,13.3,Si
08/10/2014,0.5,NULO,25.5,NULO,Si
09/10/2014,21,NULO,NULO,13.4,Si
10/10/2014,8.1,NULO,NULO,NULO,Si
11/10/2014,11.2,NULO,24.6,12.2,Si
12/10/2014,0,NULO,NULO,NULO,No
13/10/2014,0,NULO,NULO,11,No
14/10/2014,0,NULO,NULO,NULO,No
15/10/2014,0,NULO,22.7,9,No
16/10/2014,6.7,NULO,24.7,NULO,Si
17/10/2014,5.1,NULO,24.2,13.3,Si
18/10/2014,0.2,NULO,18.8,NULO,Si
19/10/2014,1.7,NULO,NULO,13,Si
20/10/2014,16.2,NULO,20.5,NULO,Si
21/10/2014,0,NULO,20,12.8,No
22/10/2014,0,NULO,23,NULO,No
23/10/2014,0,NULO,21.4,13,No
24/10/2014,0,NULO,NULO,NULO,No
25/10/2014,1,NULO,22.8,11.4,Si
26/10/2014,0,NULO,NULO,NULO,No
27/10/2014,0,NULO,24.4,9.8,No
28/10/2014,0,NULO,27.3,NULO,No
29/10/2014,0,NULO,25.3,9.8,No
30/10/2014,0,NULO,22.1,NULO,No
31/10/2014,0,NULO,20.6,10.8,No
01/11/2014,0,NULO,17.8,8,No
02/11/2014,0,NULO,23,9.6,No
03/11/2014,0,NULO,25.4,NULO,No
04/11/2014,0,NULO,26.4,10.4,No
05/11/2014,0,NULO,NULO,NULO,No
06/11/2014,0,NULO,26.7,NULO,No
07/11/2014,0,NULO,NULO,NULO,No
08/11/2014,0,NULO,23.1,NULO,No
09/11/2014,0,NULO,NULO,NULO,No
10/11/2014,0,NULO,23.1,9.7,No
11/11/2014,1,NULO,23.9,NULO,Si
12/11/2014,0,NULO,24.1,13.2,No
13/11/2014,0,NULO,22.9,NULO,No
14/11/2014,0.1,NULO,22.6,11.5,Si
15/11/2014,0,NULO,23.8,NULO,No
16/11/2014,0,NULO,NULO,13,No
17/11/2014,0,NULO,24.9,NULO,No
18/11/2014,0,NULO,NULO,11.8,No
19/11/2014,0.7,NULO,23.3,NULO,Si
20/11/2014,0.4,NULO,21,12.4,Si
21/11/2014,0.2,NULO,21.1,NULO,Si
22/11/2014,0,NULO,24,NULO,No
23/11/2014,0,NULO,NULO,NULO,No
24/11/2014,0,NULO,24.5,12,No
25/11/2014,0,NULO,NULO,NULO,No
26/11/2014,0,NULO,22.1,7,No
27/11/2014,0,NULO,20,NULO,No
28/11/2014,0,NULO,NULO,5.6,No
29/11/2014,0,NULO,23.4,NULO,No
30/11/2014,0,NULO,NULO,9,No
01/12/2014,0,NULO,NULO,NULO,No
02/12/2014,0,NULO,20.6,9,No
03/12/2014,0,NULO,22.6,NULO,No
04/12/2014,0,NULO,23,9,No
